file,line,tag,text
src/components/assets/DynamicAssetForm.tsx,147,input,""
src/components/assets/DynamicAssetForm.tsx,158,textarea,""
src/components/assets/DynamicAssetForm.tsx,177,input,""
src/components/assets/DynamicAssetForm.tsx,188,select,""
src/components/assets/DynamicAssetForm.tsx,218,input,""
src/components/assets/DynamicAssetForm.tsx,227,input,""
src/components/assets/DynamicAssetForm.tsx,237,input,""
src/components/assets/DynamicAssetForm.tsx,251,input,""
src/components/assets/DynamicAssetForm.tsx,262,input,""
src/components/assets/DynamicAssetForm.tsx,273,select,""
src/components/assets/DynamicAssetForm.tsx,306,input,""
src/components/assets/DynamicAssetForm.tsx,316,input,""
src/components/assets/DynamicAssetForm.tsx,335,input,""
src/components/assets/DynamicAssetForm.tsx,346,select,""
src/components/assets/DynamicAssetForm.tsx,376,input,""
src/components/assets/DynamicAssetForm.tsx,387,input,""
src/components/assets/DynamicAssetForm.tsx,398,input,""
src/components/assets/DynamicAssetForm.tsx,418,input,""
src/components/assets/DynamicAssetForm.tsx,427,input,""
src/components/assets/DynamicAssetForm.tsx,431,input,""
src/components/assets/DynamicAssetForm.tsx,442,input,""
src/components/assets/DynamicAssetForm.tsx,451,textarea,""
src/components/assets/DynamicAssetForm.tsx,462,input,""
src/components/assets/DynamicAssetForm.tsx,481,input,""
src/components/assets/DynamicAssetForm.tsx,492,input,""
src/components/assets/DynamicAssetForm.tsx,503,textarea,""
src/components/assets/DynamicAssetForm.tsx,514,textarea,""
src/components/assets/DynamicAssetForm.tsx,525,input,""
src/components/assets/DynamicAssetForm.tsx,544,input,""
src/components/assets/DynamicAssetForm.tsx,555,input,""
src/components/assets/DynamicAssetForm.tsx,561,input,""
src/components/assets/DynamicAssetForm.tsx,567,input,""
src/components/assets/DynamicAssetForm.tsx,578,textarea,""
src/components/assets/DynamicAssetForm.tsx,589,textarea,""
src/components/assets/DynamicAssetForm.tsx,607,input,""
src/components/assets/DynamicAssetForm.tsx,618,input,""
src/components/assets/DynamicAssetForm.tsx,624,textarea,""
src/components/assets/DynamicAssetForm.tsx,636,textarea,""
src/components/assets/DynamicAssetForm.tsx,658,button,""
src/components/assets/DynamicAssetForm.tsx,661,button,""
src/components/assets/LifeInventoryAssistant.tsx,240,button,""
src/components/assistant/AssistantActions.tsx,102,button,""
src/components/assistant/AssistantMessage.tsx,86,button,""
src/components/assistant/EnhancedPersonalAssistant.tsx,416,button,""
src/components/assistant/EnhancedPersonalAssistant.tsx,482,button,""
src/components/assistant/EnhancedPersonalAssistant.tsx,493,button,""
src/components/assistant/PersonalAssistant.tsx,119,button,""
src/components/assistant/PersonalAssistant.tsx,130,button,""
src/components/auth/ProfessionalFlowManager.tsx,281,button,""
src/components/auth/ProfessionalFlowManager.tsx,289,button,""
src/components/auth/ProfessionalFlowManager.tsx,330,button,""
src/components/auth/ProfessionalFlowManager.tsx,411,button,""
src/components/auth/ProfessionalFlowManager.tsx,421,button,""
src/components/auth/ProfessionalFlowManager.tsx,432,button,""
src/components/auth/ProtectedRoute.tsx,89,a,""
src/components/BeneficiaryCommunicationLog.tsx,189,button,""
src/components/BeneficiaryCommunicationLog.tsx,209,input,""
src/components/BeneficiaryCommunicationLog.tsx,225,input,""
src/components/BeneficiaryCommunicationLog.tsx,244,select,""
src/components/BeneficiaryCommunicationLog.tsx,280,input,""
src/components/BeneficiaryCommunicationLog.tsx,299,input,""
src/components/BeneficiaryCommunicationLog.tsx,316,textarea,""
src/components/BeneficiaryCommunicationLog.tsx,331,button,""
src/components/BeneficiaryCommunicationLog.tsx,338,button,""
src/components/common/CountryLanguageSelector.tsx,124,button,""
src/components/common/CountrySelector.tsx,49,button,""
src/components/common/CountrySelector.tsx,69,input,""
src/components/common/ErrorBoundary.tsx,64,button,""
src/components/common/ErrorBoundary.tsx,73,button,""
src/components/common/ErrorBoundary.tsx,78,button,""
src/components/common/ErrorBoundary.tsx,88,button,""
src/components/common/ErrorBoundaryI18n.tsx,205,button,""
src/components/common/ErrorBoundaryI18n.tsx,209,button,""
src/components/common/ErrorBoundaryI18n.tsx,213,button,""
src/components/common/ErrorBoundaryI18n.tsx,225,button,""
src/components/common/ErrorRecovery.tsx,58,button,""
src/components/common/ErrorRecovery.tsx,65,button,""
src/components/common/ErrorRecovery.tsx,76,button,""
src/components/common/FormErrorBoundary.tsx,71,button,""
src/components/common/LanguageSelector.tsx,76,button,""
src/components/common/PublicFooter.tsx,33,a,""
src/components/common/RetryStatus.tsx,63,button,""
src/components/common/RetryStatus.tsx,84,button,""
src/components/common/RouteErrorBoundary.tsx,78,button,""
src/components/common/RouteErrorBoundary.tsx,82,button,""
src/components/common/ThemeToggle.tsx,21,button,""
src/components/ComplexityReduction.tsx,288,button,""
src/components/ComplexityReduction.tsx,291,button,""
src/components/ComplexityReduction.tsx,294,button,""
src/components/ComplexityReduction.tsx,298,button,""
src/components/ComplexityReduction.tsx,305,button,""
src/components/ComplexityReduction.tsx,313,button,""
src/components/CreateTimeCapsuleModal.tsx,308,input,""
src/components/CreateTimeCapsuleModal.tsx,437,button,""
src/components/CreateTimeCapsuleModal.tsx,468,textarea,""
src/components/CreateTimeCapsuleModal.tsx,510,button,""
src/components/CreateTimeCapsuleModal.tsx,530,button,""
src/components/CreateTimeCapsuleModal.tsx,556,input,""
src/components/CreateTimeCapsuleModal.tsx,581,button,""
src/components/CreateTimeCapsuleModal.tsx,589,button,""
src/components/cultural/CulturalAdaptation.tsx,380,button,""
src/components/cultural/CulturalAdaptation.tsx,383,button,""
src/components/dashboard/AssetForm.tsx,81,input,""
src/components/dashboard/AssetForm.tsx,94,input,""
src/components/dashboard/AssetForm.tsx,103,button,""
src/components/dashboard/AssetForm.tsx,110,button,""
src/components/dashboard/BeneficiaryForm.tsx,88,input,""
src/components/dashboard/BeneficiaryForm.tsx,101,input,""
src/components/dashboard/BeneficiaryForm.tsx,113,button,""
src/components/dashboard/BeneficiaryForm.tsx,120,button,""
src/components/dashboard/ContextHelp.tsx,213,button,""
src/components/dashboard/ContextHelp.tsx,370,button,""
src/components/dashboard/ContextHelp.tsx,382,button,""
src/components/dashboard/DocumentCard.tsx,180,button,""
src/components/dashboard/DocumentCard.tsx,188,button,""
src/components/dashboard/DocumentCard.tsx,220,a,""
src/components/dashboard/DocumentCard.tsx,231,a,""
src/components/dashboard/DocumentUpload.tsx,397,button,""
src/components/dashboard/DocumentUpload.tsx,405,input,""
src/components/dashboard/DocumentUpload.tsx,422,select,""
src/components/dashboard/DocumentUpload.tsx,438,select,""
src/components/dashboard/DocumentUpload.tsx,461,button,""
src/components/dashboard/DocumentUpload.tsx,509,button,""
src/components/dashboard/DocumentUpload.tsx,512,button,""
src/components/dashboard/DocumentUpload.tsx,525,button,""
src/components/dashboard/DocumentUpload.tsx,549,input,""
src/components/dashboard/DocumentUpload.tsx,567,button,""
src/components/dashboard/DocumentUpload.tsx,589,button,""
src/components/dashboard/EnhancedProgressTracking.tsx,339,button,""
src/components/dashboard/FamilyGuide.tsx,215,button,""
src/components/dashboard/FamilyGuide.tsx,229,button,""
src/components/dashboard/FamilyGuide.tsx,335,button,""
src/components/dashboard/FamilyGuide.tsx,339,button,""
src/components/dashboard/FirstTimeUserGuide.tsx,151,button,""
src/components/dashboard/FirstTimeUserGuide.tsx,205,button,""
src/components/dashboard/FirstTimeUserGuide.tsx,215,button,""
src/components/dashboard/FirstTimeUserGuide.tsx,223,button,""
src/components/dashboard/GuardianCard.tsx,84,button,""
src/components/dashboard/GuardianCard.tsx,92,button,""
src/components/dashboard/GuardianCard.tsx,159,button,""
src/components/dashboard/GuardianCard.tsx,189,button,""
src/components/dashboard/GuardianUpload.tsx,231,input,""
src/components/dashboard/GuardianUpload.tsx,247,select,""
src/components/dashboard/GuardianUpload.tsx,278,select,""
src/components/dashboard/GuardianUpload.tsx,339,input,""
src/components/dashboard/GuardianUpload.tsx,354,input,""
src/components/dashboard/GuardianUpload.tsx,367,button,""
src/components/dashboard/GuardianUpload.tsx,374,button,""
src/components/dashboard/NextStepRecommendations.tsx,296,button,""
src/components/dashboard/PersonalizedDashboardContent.tsx,377,button,""
src/components/dashboard/PersonalizedDashboardContent.tsx,498,button,""
src/components/dashboard/PersonalizedDashboardContent.tsx,519,button,""
src/components/dashboard/PersonalizedDashboardContent.tsx,525,button,""
src/components/dashboard/ProfessionalDashboard.tsx,290,button,""
src/components/dashboard/ProfessionalDashboard.tsx,370,button,""
src/components/dashboard/ProfessionalProgress.tsx,292,button,""
src/components/dashboard/ProfessionalProgress.tsx,476,button,""
src/components/dashboard/ProfessionalProgress.tsx,493,button,""
src/components/dashboard/ProfessionalProgress.tsx,536,button,""
src/components/dashboard/ProfessionalProgress.tsx,581,button,""
src/components/dashboard/ProfessionalProgress.tsx,626,button,""
src/components/dashboard/ProfessionalProgress.tsx,701,button,""
src/components/dashboard/ProgressNudge.tsx,116,button,""
src/components/dashboard/QuickTasks.tsx,344,button,""
src/components/dashboard/QuickTasks.tsx,401,button,""
src/components/dashboard/QuickTasks.tsx,452,button,""
src/components/dashboard/QuickTasks.tsx,466,button,""
src/components/dashboard/StrategicSummary.tsx,349,button,""
src/components/dashboard/TaskCard.tsx,63,button,""
src/components/dashboard/TaskCard.tsx,103,button,""
src/components/DataTransparency.tsx,197,button,""
src/components/debug/ErrorDebugPanel.tsx,137,button,""
src/components/debug/ErrorDebugPanel.tsx,179,button,""
src/components/debug/ErrorDebugPanel.tsx,248,button,""
src/components/debug/ErrorDebugPanel.tsx,289,button,""
src/components/debug/ErrorDebugPanel.tsx,321,button,""
src/components/debug/ErrorDebugPanel.tsx,381,button,""
src/components/debug/FeatureFlagPanel.tsx,37,button,""
src/components/debug/FeatureFlagPanel.tsx,66,button,""
src/components/DocumentConfirmation.tsx,72,select,""
src/components/DocumentConfirmation.tsx,87,input,""
src/components/DocumentConfirmation.tsx,103,select,""
src/components/DocumentConfirmation.tsx,123,select,""
src/components/DocumentConfirmation.tsx,139,select,""
src/components/DocumentConfirmation.tsx,160,button,""
src/components/documents/DocumentEditModal.tsx,262,input,""
src/components/documents/DocumentEditModal.tsx,275,textarea,""
src/components/documents/DocumentEditModal.tsx,288,select,""
src/components/documents/DocumentEditModal.tsx,306,input,""
src/components/documents/DocumentEditModal.tsx,317,input,""
src/components/documents/DocumentEditModal.tsx,325,button,""
src/components/documents/DocumentEditModal.tsx,360,input,""
src/components/documents/DocumentEditModal.tsx,372,select,""
src/components/documents/DocumentEditModal.tsx,400,input,""
src/components/documents/DocumentEditModal.tsx,412,input,""
src/components/documents/DocumentEditModal.tsx,425,input,""
src/components/documents/DocumentEditModal.tsx,438,input,""
src/components/documents/DocumentEditModal.tsx,450,input,""
src/components/documents/DocumentEditModal.tsx,462,input,""
src/components/documents/DocumentEditModal.tsx,485,select,""
src/components/documents/DocumentEditModal.tsx,515,input,""
src/components/documents/DocumentEditModal.tsx,543,input,""
src/components/documents/DocumentEditModal.tsx,558,input,""
src/components/documents/DocumentEditModal.tsx,573,input,""
src/components/documents/DocumentEditModal.tsx,588,input,""
src/components/documents/DocumentEditModal.tsx,606,button,""
src/components/documents/DocumentEditModal.tsx,609,button,""
src/components/DocumentUploader.tsx,168,input,""
src/components/DocumentUploader.tsx,288,button,""
src/components/DocumentUploader.tsx,291,button,""
src/components/DocumentUploadFlow.tsx,474,button,""
src/components/DocumentUploadFlow.tsx,497,input,""
src/components/DocumentUploadFlow.tsx,693,button,""
src/components/DocumentUploadFlow.tsx,696,button,""
src/components/DocumentUploadFlow.tsx,710,button,""
src/components/EditStoryModal.tsx,93,textarea,""
src/components/EditStoryModal.tsx,126,button,""
src/components/EditStoryModal.tsx,129,button,""
src/components/emails/EmailTemplate.tsx,70,a,""
src/components/emails/EmailTemplate.tsx,92,a,""
src/components/emails/EmailTemplate.tsx,115,a,""
src/components/emails/EmailTemplate.tsx,144,a,""
src/components/emails/EmailTemplate.tsx,178,a,""
src/components/emails/EmailTemplate.tsx,215,a,""
src/components/emails/EmailTemplate.tsx,242,a,""
src/components/emails/EmailTemplate.tsx,285,a,""
src/components/emails/EmailTemplate.tsx,341,a,""
src/components/emergency/EmergencyContacts.tsx,302,button,""
src/components/emergency/EmergencyContacts.tsx,363,button,""
src/components/emergency/EmergencyContacts.tsx,378,a,""
src/components/emergency/EmergencyContacts.tsx,389,a,""
src/components/emergency/EmergencyContacts.tsx,401,button,""
src/components/emergency/EmergencyContacts.tsx,465,select,""
src/components/emergency/EmergencyContacts.tsx,498,select,""
src/components/emergency/EmergencyContacts.tsx,531,button,""
src/components/emergency/EmergencyContacts.tsx,534,button,""
src/components/emergency/EmergencyProtocolConfig.tsx,249,select,""
src/components/emergency/EmergencyProtocolConfig.tsx,303,select,""
src/components/emergency/EmergencyProtocolConfig.tsx,327,select,""
src/components/emergency/EmergencyProtocolConfig.tsx,366,button,""
src/components/emotional/OverwhelmSupport.tsx,16,button,""
src/components/emotional/OverwhelmSupport.tsx,17,button,""
src/components/emotional/OverwhelmSupport.tsx,18,button,""
src/components/emotional/ProcrastinationSupport.tsx,20,button,""
src/components/errors/EmotionalRecoverySupport.tsx,64,button,""
src/components/errors/EmotionalRecoverySupport.tsx,71,button,""
src/components/errors/EmpatheticErrorBoundary.tsx,41,button,""
src/components/errors/EmpatheticErrorBoundary.tsx,49,button,""
src/components/errors/EmpatheticErrorBoundary.tsx,58,button,""
src/components/errors/ProgressiveErrorRecovery.tsx,159,button,""
src/components/examples/EmpatheticFormExample.tsx,74,input,""
src/components/examples/EmpatheticFormExample.tsx,93,input,""
src/components/examples/EmpatheticFormExample.tsx,113,input,""
src/components/examples/EmpatheticFormExample.tsx,132,input,""
src/components/examples/EmpatheticFormExample.tsx,159,button,""
src/components/examples/TranslationExample.tsx,39,button,""
src/components/examples/TranslationExample.tsx,40,button,""
src/components/examples/TranslationExample.tsx,75,button,""
src/components/examples/TranslationExample.tsx,76,button,""
src/components/examples/TranslationExample.tsx,119,button,""
src/components/examples/TranslationExample.tsx,120,button,""
src/components/examples/TranslationExample.tsx,150,button,""
src/components/examples/TranslationExample.tsx,151,button,""
src/components/examples/TranslationExample.tsx,154,button,""
src/components/ExecutorDashboard.tsx,223,button,""
src/components/ExecutorDashboard.tsx,244,button,""
src/components/ExecutorDashboard.tsx,260,button,""
src/components/ExecutorDashboard.tsx,342,button,""
src/components/ExecutorManagement.tsx,189,input,""
src/components/ExecutorManagement.tsx,202,select,""
src/components/ExecutorManagement.tsx,225,button,""
src/components/ExecutorManagement.tsx,267,button,""
src/components/ExecutorStatusReporting.tsx,193,button,""
src/components/ExecutorStatusReporting.tsx,210,select,""
src/components/ExecutorStatusReporting.tsx,237,textarea,""
src/components/ExecutorStatusReporting.tsx,254,button,""
src/components/ExecutorStatusReporting.tsx,261,button,""
src/components/family/FamilySituationDashboard.tsx,487,button,""
src/components/family/SingleParentSupport.tsx,154,button,""
src/components/family/SingleParentSupport.tsx,167,button,""
src/components/family/SingleParentSupport.tsx,352,button,""
src/components/family/SingleParentSupport.tsx,439,input,""
src/components/family/SingleParentSupport.tsx,445,input,""
src/components/family/SingleParentSupport.tsx,454,input,""
src/components/family/SingleParentSupport.tsx,461,input,""
src/components/family/SingleParentSupport.tsx,471,button,""
src/components/family/SingleParentSupport.tsx,474,button,""
src/components/family/SingleParentSupport.tsx,477,button,""
src/components/family/SingleParentSupport.tsx,485,textarea,""
src/components/family/SingleParentSupport.tsx,493,button,""
src/components/family/SingleParentSupport.tsx,499,button,""
src/components/FamilyCrisisAssessment.tsx,456,button,""
src/components/FamilyCrisisAssessment.tsx,558,button,""
src/components/FamilyCrisisAssessment.tsx,579,button,""
src/components/FamilyCrisisAssessment.tsx,582,button,""
src/components/FamilyCrisisPrevention.tsx,395,button,""
src/components/FamilyPreparednessIndex.tsx,479,button,""
src/components/FamilyPreparednessIndex.tsx,552,button,""
src/components/FamilyPreparednessIndex.tsx,555,button,""
src/components/FamilyPreparednessTools.tsx,350,button,""
src/components/FamilyPreparednessTools.tsx,379,select,""
src/components/FamilyPreparednessTools.tsx,406,button,""
src/components/FamilyPreparednessTools.tsx,412,button,""
src/components/FamilyPreparednessTools.tsx,427,button,""
src/components/FamilyPreparednessTools.tsx,436,button,""
src/components/feedback/EmpathyFeedback.tsx,225,textarea,""
src/components/feedback/EmpathyFeedback.tsx,236,button,""
src/components/feedback/EmpathyFeedback.tsx,245,button,""
src/components/feedback/EmpathyFeedback.tsx,249,button,""
src/components/GenderAwareExample.tsx,64,select,""
src/components/guardian/GuardianPlaybook.tsx,327,button,""
src/components/guardian/GuardianPlaybook.tsx,389,button,""
src/components/guardian/GuardianPlaybook.tsx,413,textarea,""
src/components/guardian/GuardianPlaybook.tsx,436,button,""
src/components/guardian/GuardianPlaybook.tsx,462,textarea,""
src/components/guardian/GuardianPlaybook.tsx,488,button,""
src/components/guardian/GuardianPlaybook.tsx,521,a,""
src/components/guardian/GuardianPlaybook.tsx,532,a,""
src/components/guardian/GuardianPlaybook.tsx,565,button,""
src/components/guardian/GuardianPlaybook.tsx,579,input,""
src/components/guardian/GuardianPlaybook.tsx,599,input,""
src/components/guardian/GuardianPlaybook.tsx,619,input,""
src/components/guardian/GuardianPlaybook.tsx,639,input,""
src/components/guardian/GuardianPlaybook.tsx,661,textarea,""
src/components/guardian/GuardianPlaybook.tsx,682,button,""
src/components/guardian/GuardianPlaybook.tsx,703,button,""
src/components/guardian/GuardianPlaybook.tsx,727,textarea,""
src/components/guardian/GuardianPlaybook.tsx,750,button,""
src/components/guardian/GuardianPlaybook.tsx,774,textarea,""
src/components/guardian/GuardianPlaybook.tsx,797,button,""
src/components/guardian/GuardianPlaybook.tsx,821,textarea,""
src/components/guardian/GuardianPlaybook.tsx,841,button,""
src/components/guardian/GuardianPlaybook.tsx,844,button,""
src/components/guardian/TemplateModal.tsx,203,button,""
src/components/guardian/TemplateModal.tsx,226,input,""
src/components/guardian/TemplateModal.tsx,262,button,""
src/components/guardian/TemplateModal.tsx,271,button,""
src/components/guardian/TemplateModal.tsx,289,button,""
src/components/guardian/TemplateModal.tsx,293,button,""
src/components/guardians/GuardianPlaybook.tsx,263,textarea,""
src/components/guardians/GuardianPlaybook.tsx,282,textarea,""
src/components/guardians/GuardianPlaybook.tsx,305,button,""
src/components/guardians/GuardianPlaybook.tsx,322,input,""
src/components/guardians/GuardianPlaybook.tsx,338,input,""
src/components/guardians/GuardianPlaybook.tsx,354,input,""
src/components/guardians/GuardianPlaybook.tsx,371,input,""
src/components/guardians/GuardianPlaybook.tsx,388,textarea,""
src/components/guardians/GuardianPlaybook.tsx,403,button,""
src/components/guardians/GuardianPlaybook.tsx,434,textarea,""
src/components/guardians/GuardianPlaybook.tsx,453,textarea,""
src/components/guardians/GuardianPlaybook.tsx,472,textarea,""
src/components/guardians/GuardianPlaybook.tsx,515,button,""
src/components/guardians/GuardianPlaybook.tsx,532,button,""
src/components/guardians/GuardianPlaybookView.tsx,228,a,""
src/components/guardians/GuardianPlaybookView.tsx,237,a,""
src/components/JustInTimeAccess.tsx,161,input,""
src/components/JustInTimeAccess.tsx,168,button,""
src/components/JustInTimeAccess.tsx,190,button,""
src/components/JustInTimeAccess.tsx,221,input,""
src/components/JustInTimeAccess.tsx,239,button,""
src/components/JustInTimeAccess.tsx,242,button,""
src/components/JustInTimeAccess.tsx,313,button,""
src/components/landing/FamilyPreparednessCalculator.tsx,136,input,""
src/components/landing/FamilyPreparednessCalculator.tsx,161,input,""
src/components/landing/FamilyPreparednessCalculator.tsx,219,input,""
src/components/landing/FamilyPreparednessCalculator.tsx,234,button,""
src/components/landing/FamilyPreparednessCalculator.tsx,404,button,""
src/components/landing/FamilyPreparednessCalculator.tsx,410,a,""
src/components/landing/FamilyPreparednessCalculator.tsx,418,button,""
src/components/landing/FamilyTestimonials.tsx,260,button,""
src/components/landing/FamilyTestimonials.tsx,268,button,""
src/components/landing/FamilyTestimonials.tsx,280,button,""
src/components/landing/PricingSection.tsx,146,a,""
src/components/landing/PricingSection.tsx,147,button,""
src/components/landing/PricingSection.tsx,158,button,""
src/components/landing/PricingSection.tsx,167,button,""
src/components/landing/RespectfulLanding.tsx,304,button,""
src/components/landing/ScenarioShowcase.tsx,158,button,""
src/components/landing/ScenarioShowcase.tsx,159,a,""
src/components/landing/ScenarioShowcase.tsx,164,button,""
src/components/landing/ScenarioShowcase.tsx,165,a,""
src/components/LanguageSwitcher.tsx,28,select,""
src/components/layout/Header.tsx,65,button,""
src/components/layout/Header.tsx,70,button,""
src/components/layout/MarketingLayout.tsx,48,button,""
src/components/layout/MarketingLayout.tsx,53,button,""
src/components/layout/Sidebar.tsx,141,button,""
src/components/LegalConsultationModal.tsx,173,select,""
src/components/LegalConsultationModal.tsx,212,textarea,""
src/components/LegalConsultationModal.tsx,263,button,""
src/components/LegalConsultationModal.tsx,266,button,""
src/components/lifeEvents/LifeEventDashboard.tsx,231,button,""
src/components/lifeEvents/LifeEventDashboard.tsx,239,button,""
src/components/lifeEvents/LifeEventDashboard.tsx,248,button,""
src/components/lifeEvents/LifeEventDashboard.tsx,257,button,""
src/components/lifeEvents/LifeEventDashboard.tsx,360,button,""
src/components/lifeEvents/LifeEventDashboard.tsx,376,button,""
src/components/lifeEvents/LifeEventNotification.tsx,299,button,""
src/components/lifeEvents/LifeEventNotification.tsx,335,button,""
src/components/lifeEvents/LifeEventNotification.tsx,344,button,""
src/components/lifeEvents/LifeEventNotification.tsx,352,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,215,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,278,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,384,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,388,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,393,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,411,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,419,button,""
src/components/lifeEvents/LifeEventUpdateWorkflow.tsx,432,button,""
src/components/loading/EmpatheticButton.tsx,47,button,""
src/components/loading/EmpatheticError.tsx,51,button,""
src/components/loading/EmpatheticError.tsx,61,button,""
src/components/loading/EmpatheticLoadingExample.tsx,65,button,""
src/components/loading/EmpatheticLoadingExample.tsx,86,button,""
src/components/loading/EmpatheticLoadingExample.tsx,114,button,""
src/components/loading/EmpatheticLoadingExample.tsx,156,button,""
src/components/loading/EmpatheticLoadingExample.tsx,170,input,""
src/components/LocalPrivacyProtection.tsx,29,button,""
src/components/LocalPrivacyProtection.tsx,30,button,""
src/components/LocalPrivacyProtection.tsx,31,button,""
src/components/LocalProcessingIndicator.tsx,62,input,""
src/components/LogLifeEvent.tsx,136,button,""
src/components/LogLifeEvent.tsx,139,button,""
src/components/manual/ContactForm.tsx,47,input,""
src/components/manual/ContactForm.tsx,60,input,""
src/components/manual/ContactForm.tsx,73,input,""
src/components/manual/ContactForm.tsx,88,input,""
src/components/manual/ContactForm.tsx,102,textarea,""
src/components/manual/ContactForm.tsx,115,button,""
src/components/manual/ContactForm.tsx,124,button,""
src/components/MicroTaskGenerator.tsx,128,button,""
src/components/MicroTaskGenerator.tsx,133,button,""
src/components/MicroTaskGenerator.tsx,138,button,""
src/components/milestones/MilestoneCelebration.tsx,154,button,""
src/components/milestones/MilestoneCelebration.tsx,297,button,""
src/components/milestones/MilestoneCelebration.tsx,304,button,""
src/components/milestones/ProtectionMilestone.tsx,82,button,""
src/components/milestones/ProtectionMilestone.tsx,85,button,""
src/components/modals/CountryLanguageModal.tsx,191,select,""
src/components/modals/CountryLanguageModal.tsx,232,select,""
src/components/modals/CountryLanguageModal.tsx,310,button,""
src/components/modals/CountryLanguageModal.tsx,313,button,""
src/components/modals/RedirectSimulationModal.tsx,65,button,""
src/components/MyPossessions.tsx,202,button,""
src/components/MyPossessions.tsx,205,button,""
src/components/MyPossessions.tsx,209,button,""
src/components/MyPossessions.tsx,229,button,""
src/components/NotificationsBell.tsx,139,button,""
src/components/NotificationsBell.tsx,159,button,""
src/components/NotificationsBell.tsx,186,button,""
src/components/NotificationsBell.tsx,227,button,""
src/components/NotificationSettings.tsx,151,button,""
src/components/NotificationSettings.tsx,168,button,""
src/components/NotificationSettings.tsx,293,button,""
src/components/ocr/HybridDocumentProcessor.tsx,120,input,""
src/components/ocr/HybridDocumentProcessor.tsx,151,button,""
src/components/ocr/HybridDocumentProcessor.tsx,252,button,""
src/components/onboarding/BasicLifeQuestions.tsx,466,button,""
src/components/onboarding/BasicLifeQuestions.tsx,518,button,""
src/components/onboarding/BasicLifeQuestions.tsx,530,button,""
